seed,organ,jamming,k,avoidance,reachability,safety
0,Heart,0,29,0.004826295895938887,0.004826295895938887,0.9875250647908573
0,Heart,0,30,0.005736240298874076,0.005736240298874076,0.9869132686737203
0,Heart,0,31,0.0067015094180203506,0.0067015094180203506,0.9863014036553025
0,Heart,0,32,0.007712928600484272,0.007712928600484272,0.985689512639173
0,Heart,0,33,0.008761915552098178,0.008761915552098178,0.9850776594061568
0,Heart,0,34,0.009840517488050314,0.009840517488050314,0.9844658973130546
0,Heart,0,35,0.010941362166664083,0.010941362166664083,0.9838542905317906
0,Heart,0,36,0.01214844495765249,0.01214844495765249,0.9832428832320906
0,Heart,0,37,0.013429292200054798,0.013429292200054798,0.9826317194313012
0,Heart,0,38,0.014738453798209325,0.014738453798209325,0.9820208291304504
0,Heart,0,39,0.01608111860817719,0.01608111860817719,0.9814102389493571
0,Heart,0,40,0.017450320702741925,0.017450320702741925,0.9807999674308306
0,Heart,0,41,0.018840285879042,0.018840285879042,0.9801900298919665
0,Heart,0,42,0.020248617245476077,0.020248617245476077,0.9795804372102888
0,Heart,0,43,0.021671451176895604,0.021671451176895604,0.9789711979721627
0,Heart,0,44,0.023103053962178557,0.023103053962178557,0.9783623183415546
0,Heart,0,45,0.024537488659727894,0.024537488659727894,0.9777538030338335
0,Heart,0,46,0.025969365677585506,0.025969365677585506,0.977145655439459
0,Heart,0,47,0.027393891019446604,0.027393891019446604,0.9765378780844791
0,Heart,0,48,0.028806808341750825,0.028806808341750825,0.9759304727678302
0,Heart,0,49,0.030204389272856163,0.030204389272856163,0.9753234407887967
0,Heart,0,50,0.031583419834381635,0.031583419834381635,0.9747167830466759
0,Heart,0,51,0.03294116551311947,0.03294116551311947,0.9741105001573164
0,Heart,0,52,0.03427532788357342,0.03427532788357342,0.9735045925163344
0,Heart,0,53,0.035584002292681875,0.035584002292681875,0.972899060360381
0,Heart,0,54,0.036865637992877134,0.036865637992877134,0.9722939038047803
0,Heart,0,55,0.03811900039513029,0.03811900039513029,0.9716891228762903
0,Heart,0,56,0.039343135654696465,0.039343135654696465,0.971084717534798
0,Heart,0,57,0.0405373379197392,0.0405373379197392,0.9704806876910533
0,Heart,0,58,0.04170111933295325,0.04170111933295325,0.9698770332189564
0,Heart,0,59,0.04283418271727694,0.04283418271727694,0.9692737539652329
0,Heart,0,60,0.04393639682967039,0.04393639682967039,0.968670849756323
0,Heart,0,61,0.04500777404912624,0.04500777404912624,0.9680683204036857
0,Heart,0,62,0.04604845034796781,0.04604845034796781,0.9674661657076381
0,Heart,0,63,0.04705866738373658,0.04705866738373658,0.9668643854602688
0,Heart,0,64,0.04803875654520782,0.04803875654520782,0.9662629794475693
0,Heart,0,65,0.04898912478791403,0.04898912478791403,0.9656619474510384
0,Heart,0,66,0.04991024211326107,0.04991024211326107,0.9650612892488615
0,Heart,0,67,0.05080263081615522,0.05080263081615522,0.9644610046167952
0,Heart,0,68,0.05166685831638969,0.05166685831638969,0.9638610933288194
0,Heart,0,69,0.05250353829323177,0.05250353829323177,0.9632615551576263
0,Heart,0,70,0.053313338844124876,0.053313338844124876,0.9626623898749804
0,Heart,0,71,0.05409698360438545,0.05409698360438545,0.9620635972519882
0,Heart,0,72,0.05485524050103249,0.05485524050103249,0.961465177059299
0,Heart,0,73,0.055588903346150284,0.055588903346150284,0.9608671290672522
0,Heart,0,74,0.056298773040972055,0.056298773040972055,0.9602694530459903
0,Heart,0,75,0.05698564211231448,0.05698564211231448,0.9596721487655394
0,Heart,0,76,0.05765028363582739,0.05765028363582739,0.9590752159958721
0,Heart,0,77,0.05829344429466901,0.05829344429466901,0.9584786545069529
0,Heart,0,78,0.05891584081580345,0.05891584081580345,0.9578824640687725
0,Heart,0,79,0.05951815888949395,0.05951815888949395,0.9572866444513733
0,Heart,0,80,0.060101053740657245,0.060101053740657245,0.9566911954248687
0,Heart,0,81,0.060665151681646004,0.060665151681646004,0.9560961167594576
0,Heart,0,82,0.06121105215688638,0.06121105215688638,0.9555014082254354
0,Heart,0,83,0.06173932994833647,0.06173932994833647,0.9549070695932028
0,Heart,0,84,0.06225053733417667,0.06225053733417667,0.9543131006332737
0,Heart,0,85,0.06274520608275473,0.06274520608275473,0.9537195011162782
0,Heart,0,86,0.06322384922524064,0.06322384922524064,0.9531262708129729
0,Heart,0,87,0.06368696259014854,0.06368696259014854,0.9525334094942378
0,Heart,0,88,0.064135026106829,0.064135026106829,0.9519409169310848
0,Heart,0,89,0.06456850489815628,0.06456850489815628,0.9513487928946572
0,Heart,0,90,0.06498785018865835,0.06498785018865835,0.9507570371562318
0,Heart,0,91,0.06539350005592999,0.06539350005592999,0.9501656494872187
0,Heart,0,92,0.06578587881329251,0.06578587881329251,0.9495746296591632
0,Heart,0,93,0.06616536637522208,0.06616536637522208,0.9489839774437444
0,Heart,0,94,0.06653206755919922,0.06653206755919922,0.9483936926127754
0,Heart,0,95,0.06688543578515674,0.06688543578515674,0.9478037749382028
0,Heart,0,96,0.06722537123289626,0.06722537123289626,0.9472142241921057
0,Heart,0,97,0.06755248416616821,0.06755248416616821,0.946625040146696
0,Heart,0,98,0.0678674503337379,0.0678674503337379,0.9460362225743164
0,Heart,0,99,0.06817085541306882,0.06817085541306882,0.945447771247442
0,Heart,0,100,0.06846323343328026,0.06846323343328026,0.944859685938677
0,Lungs,0,1,0.0,0.0,1.0
0,Lungs,0,2,0.0,0.0,0.9999999999999999
0,Lungs,0,3,0.0,0.0,0.9999999999999997
0,Lungs,0,4,0.0,0.0,0.9999999999999998
0,Lungs,0,5,0.0,0.0,0.9999999999999997
0,Lungs,0,6,0.0,0.0,0.9998935871334396
0,Lungs,0,7,0.0,0.0,0.9997254335217014
0,Lungs,0,8,0.0,0.0,0.9994273464111708
0,Lungs,0,9,0.0,0.0,0.9990735293168453
0,Lungs,0,10,0.0,0.0,0.9986393081476849
0,Lungs,0,11,6.152131210169585e-08,6.152131210169585e-08,0.9981677637657238
0,Lungs,0,12,1.0053052184875666e-06,1.0053052184875666e-06,0.9976537788562313
0,Lungs,0,13,7.009114475392431e-06,7.009114475392431e-06,0.9971170303161472
0,Lungs,0,14,2.98313943758238e-05,2.98313943758238e-05,0.9965583778929332
0,Lungs,0,15,9.051980470937049e-05,9.051980470937049e-05,0.9959866277320802
0,Lungs,0,16,0.0002173898147652926,0.0002173898147652926,0.9954035173740676
0,Lungs,0,17,0.00044142768879914374,0.00044142768879914374,0.9948130839070778
0,Lungs,0,18,0.0007912333395629825,0.0007912333395629825,0.9942166840151256
0,Lungs,0,19,0.0012890631940808792,0.0012890631940808792,0.9936162405891739
0,Lungs,0,20,0.001948631708942385,0.001948631708942385,0.993012622809225
0,Lungs,0,21,0.002774606922582855,0.002774606922582855,0.9924067795957247
0,Lungs,0,22,0.0037634283447998663,0.0037634283447998663,0.9917992264339246
0,Lungs,0,23,0.004905161303348541,0.004905161303348541,0.9911904478102642
0,Lungs,0,24,0.006185149117147299,0.006185149117147299,0.990580740909653
0,Lungs,0,25,0.007585230509354057,0.007585230509354057,0.9899703619958218
0,Lungs,0,26,0.009084999710838747,0.009084999710838747,0.989359482175044
0,Lungs,0,27,0.010663650479326022,0.010663650479326022,0.9887482424012448
0,Lungs,0,28,0.01230138684917178,0.01230138684917178,0.988136742913641
0,Lungs,0,29,0.013980078580626453,0.013980078580626453,0.9875250647908573
0,Lungs,0,30,0.015683436997023254,0.015683436997023254,0.9869132686737203
0,Lungs,0,31,0.017404339555896754,0.017404339555896754,0.9863014036553025
0,Lungs,0,32,0.01933255766947914,0.01933255766947914,0.985689512639173
0,Lungs,0,33,0.02132182377147727,0.02132182377147727,0.9850776594061568
0,Lungs,0,34,0.023335818458536422,0.023335818458536422,0.9844658973130546
0,Lungs,0,35,0.025376975760736907,0.025376975760736907,0.9838542905317906
0,Lungs,0,36,0.027429284856890335,0.027429284856890335,0.9832428832320906
0,Lungs,0,37,0.02948764932864914,0.02948764932864914,0.9826317194313012
0,Lungs,0,38,0.03154723372623201,0.03154723372623201,0.9820208291304504
0,Lungs,0,39,0.03359922891522887,0.03359922891522887,0.9814102389493571
0,Lungs,0,40,0.03563390674990932,0.03563390674990932,0.9807999674308306
0,Lungs,0,41,0.03764262244309134,0.03764262244309134,0.9801900298919665
0,Lungs,0,42,0.03961807745871708,0.03961807745871708,0.9795804372102888
0,Lungs,0,43,0.041554117363200534,0.041554117363200534,0.9789711979721627
0,Lungs,0,44,0.043445671767205714,0.043445671767205714,0.9783623183415546
0,Lungs,0,45,0.04528873393436203,0.04528873393436203,0.9777538030338335
0,Lungs,0,46,0.047080283411721484,0.047080283411721484,0.977145655439459
0,Lungs,0,47,0.0488181637005281,0.0488181637005281,0.9765378780844791
0,Lungs,0,48,0.05050095224378869,0.05050095224378869,0.9759304727678302
0,Lungs,0,49,0.05212783963942948,0.05212783963942948,0.9753234407887967
0,Lungs,0,50,0.053698522279660085,0.053698522279660085,0.9747167830466759
0,Lungs,0,51,0.055213109389811714,0.055213109389811714,0.9741105001573164
0,Lungs,0,52,0.0566720443598358,0.0566720443598358,0.9735045925163344
0,Lungs,0,53,0.058076039137521435,0.058076039137521435,0.972899060360381
0,Lungs,0,54,0.059426019840356954,0.059426019840356954,0.9722939038047803
0,Lungs,0,55,0.06072308171433401,0.06072308171433401,0.9716891228762903
0,Lungs,0,56,0.061968451799311895,0.061968451799311895,0.971084717534798
0,Lungs,0,57,0.06316345792970648,0.06316345792970648,0.9704806876910533
0,Lungs,0,58,0.06430950294522719,0.06430950294522719,0.9698770332189564
0,Lungs,0,59,0.06540804320029506,0.06540804320029506,0.9692737539652329
0,Lungs,0,60,0.06646057063918506,0.06646057063918506,0.968670849756323
0,Lungs,0,61,0.06746859784684647,0.06746859784684647,0.9680683204036857
0,Lungs,0,62,0.06843364559740553,0.06843364559740553,0.9674661657076381
0,Lungs,0,63,0.06935723250985448,0.06935723250985448,0.9668643854602688
0,Lungs,0,64,0.07024086648902082,0.07024086648902082,0.9662629794475693
0,Lungs,0,65,0.07108603768405547,0.07108603768405547,0.9656619474510384
0,Lungs,0,66,0.07189421273982409,0.07189421273982409,0.9650612892488615
0,Lungs,0,67,0.0726668301513692,0.0726668301513692,0.9644610046167952
0,Lungs,0,68,0.0734052965600012,0.0734052965600012,0.9638610933288194
0,Lungs,0,69,0.07411098385302733,0.07411098385302733,0.9632615551576263
0,Lungs,0,70,0.07478522694871355,0.07478522694871355,0.9626623898749804
0,Lungs,0,71,0.07542932216458278,0.07542932216458278,0.9620635972519882
0,Lungs,0,72,0.07604452608118606,0.07604452608118606,0.961465177059299
0,Lungs,0,73,0.0766320548254836,0.0766320548254836,0.9608671290672522
0,Lungs,0,74,0.07719308370829157,0.07719308370829157,0.9602694530459903
0,Lungs,0,75,0.07772874715915677,0.07772874715915677,0.9596721487655394
0,Lungs,0,76,0.07824013890972985,0.07824013890972985,0.9590752159958721
0,Lungs,0,77,0.0787283007201998,0.0787283007201998,0.9584786545069529
0,Lungs,0,78,0.07919406493215453,0.07919406493215453,0.9578824640687725
0,Lungs,0,79,0.07963752900589628,0.07963752900589628,0.9572866444513733
0,Lungs,0,80,0.08005838957572295,0.08005838957572295,0.9566911954248687
0,Lungs,0,81,0.08045724040863032,0.08045724040863032,0.9560961167594576
0,Lungs,0,82,0.08083541061304282,0.08083541061304282,0.9555014082254354
0,Lungs,0,83,0.08119421229053313,0.08119421229053313,0.9549070695932028
0,Lungs,0,84,0.08153481060642322,0.08153481060642322,0.9543131006332737
0,Lungs,0,85,0.08185827905014226,0.08185827905014226,0.9537195011162782
0,Lungs,0,86,0.08216561897353238,0.08216561897353238,0.9531262708129729
0,Lungs,0,87,0.08245775428111855,0.08245775428111855,0.9525334094942378
0,Lungs,0,88,0.0827355357704145,0.0827355357704145,0.9519409169310848
0,Lungs,0,89,0.08299975046013505,0.08299975046013505,0.9513487928946572
0,Lungs,0,90,0.08325112943575869,0.08325112943575869,0.9507570371562318
0,Lungs,0,91,0.08349035593581058,0.08349035593581058,0.9501656494872187
0,Lungs,0,92,0.08371814570683303,0.08371814570683303,0.9495746296591632
0,Lungs,0,93,0.08393598909572912,0.08393598909572912,0.9489839774437444
0,Lungs,0,94,0.08414834704673074,0.08414834704673074,0.9483936926127754
0,Lungs,0,95,0.08436103017908075,0.08436103017908075,0.9478037749382028
0,Lungs,0,96,0.0845738329638051,0.0845738329638051,0.9472142241921057
0,Lungs,0,97,0.08478569326951746,0.08478569326951746,0.946625040146696
0,Lungs,0,98,0.08499673266986696,0.08499673266986696,0.9460362225743164
0,Lungs,0,99,0.08520767648036193,0.08520767648036193,0.945447771247442
0,Lungs,0,100,0.08541857945715192,0.08541857945715192,0.944859685938677
0,Liver,0,1,0.0,0.0,1.0
0,Liver,0,2,0.0,0.0,0.9999999999999999
0,Liver,0,3,0.0,0.0,0.9999999999999997
0,Liver,0,4,0.0,0.0,0.9999999999999998
0,Liver,0,5,0.0,0.0,0.9999999999999997
0,Liver,0,6,0.0,0.0,0.9998935871334396
0,Liver,0,7,0.0,0.0,0.9997254335217014
0,Liver,0,8,0.0,0.0,0.9994273464111708
0,Liver,0,9,0.0,0.0,0.9990735293168453
0,Liver,0,10,9.472236060672005e-13,9.472236060672005e-13,0.9986393081476849
0,Liver,0,11,1.058090093236684e-09,1.058090093236684e-09,0.9981677637657238
0,Liver,0,12,4.221252376345259e-07,4.221252376345259e-07,0.9976537788562313
0,Liver,0,13,5.286319095291939e-06,5.286319095291939e-06,0.9971170303161472
0,Liver,0,14,2.661760634366025e-05,2.661760634366025e-05,0.9965583778929332
0,Liver,0,15,8.649909781222788e-05,8.649909781222788e-05,0.9959866277320802
0,Liver,0,16,0.00021588726401217066,0.00021588726401217066,0.9954035173740676
0,Liver,0,17,0.00044885949800473887,0.00044885949800473887,0.9948130839070778
0,Liver,0,18,0.0008163512326752657,0.0008163512326752657,0.9942166840151256
0,Liver,0,19,0.0013421424065577874,0.0013421424065577874,0.9936162405891739
0,Liver,0,20,0.002041525572921291,0.002041525572921291,0.993012622809225
0,Liver,0,21,0.0029216784990556246,0.0029216784990556246,0.9924067795957247
0,Liver,0,22,0.00398271338075655,0.00398271338075655,0.9917992264339246
0,Liver,0,23,0.005218800262392842,0.005218800262392842,0.9911904478102642
0,Liver,0,24,0.006619170755869311,0.006619170755869311,0.990580740909653
0,Liver,0,25,0.008169020780417868,0.008169020780417868,0.9899703619958218
0,Liver,0,26,0.009850383787032315,0.009850383787032315,0.989359482175044
0,Liver,0,27,0.011643138498524734,0.011643138498524734,0.9887482424012448
0,Liver,0,28,0.013526667356943542,0.013526667356943542,0.988136742913641
0,Liver,0,29,0.015480780940237188,0.015480780940237188,0.9875250647908573
0,Liver,0,30,0.017486093110529656,0.017486093110529656,0.9869132686737203
0,Liver,0,31,0.019524163017682342,0.019524163017682342,0.9863014036553025
0,Liver,0,32,0.021670879581511045,0.021670879581511045,0.985689512639173
0,Liver,0,33,0.02400950154693543,0.02400950154693543,0.9850776594061568
0,Liver,0,34,0.026402533445141246,0.026402533445141246,0.9844658973130546
0,Liver,0,35,0.028838002622721272,0.028838002622721272,0.9838542905317906
0,Liver,0,36,0.03130297299804219,0.03130297299804219,0.9832428832320906
0,Liver,0,37,0.033780945051774675,0.033780945051774675,0.9826317194313012
0,Liver,0,38,0.03626437574080725,0.03626437574080725,0.9820208291304504
0,Liver,0,39,0.03874399031120523,0.03874399031120523,0.9814102389493571
0,Liver,0,40,0.04120689400754031,0.04120689400754031,0.9807999674308306
0,Liver,0,41,0.04364004528521162,0.04364004528521162,0.9801900298919665
0,Liver,0,42,0.04603200894956999,0.04603200894956999,0.9795804372102888
0,Liver,0,43,0.04837309406409431,0.04837309406409431,0.9789711979721627
0,Liver,0,44,0.050655174123487134,0.050655174123487134,0.9783623183415546
0,Liver,0,45,0.05287160936748067,0.05287160936748067,0.9777538030338335
0,Liver,0,46,0.05501716848705295,0.05501716848705295,0.977145655439459
0,Liver,0,47,0.05708790415965386,0.05708790415965386,0.9765378780844791
0,Liver,0,48,0.059081008778019264,0.059081008778019264,0.9759304727678302
0,Liver,0,49,0.060994674074717224,0.060994674074717224,0.9753234407887967
0,Liver,0,50,0.06282795966272856,0.06282795966272856,0.9747167830466759
0,Liver,0,51,0.0645806705140058,0.0645806705140058,0.9741105001573164
0,Liver,0,52,0.06625324496165641,0.06625324496165641,0.9735045925163344
0,Liver,0,53,0.06784665977584062,0.06784665977584062,0.972899060360381
0,Liver,0,54,0.0693623638342707,0.0693623638342707,0.9722939038047803
0,Liver,0,55,0.07080222986175926,0.07080222986175926,0.9716891228762903
0,Liver,0,56,0.07216849327590948,0.07216849327590948,0.971084717534798
0,Liver,0,57,0.07346367052220985,0.07346367052220985,0.9704806876910533
0,Liver,0,58,0.07469047053126243,0.07469047053126243,0.9698770332189564
0,Liver,0,59,0.07585171389682491,0.07585171389682491,0.9692737539652329
0,Liver,0,60,0.0769502667715704,0.0769502667715704,0.968670849756323
0,Liver,0,61,0.07798899057119485,0.07798899057119485,0.9680683204036857
0,Liver,0,62,0.07897070583709542,0.07897070583709542,0.9674661657076381
0,Liver,0,63,0.07989816764142964,0.07989816764142964,0.9668643854602688
0,Liver,0,64,0.08077404978240288,0.08077404978240288,0.9662629794475693
0,Liver,0,65,0.08160093531873065,0.08160093531873065,0.9656619474510384
0,Liver,0,66,0.0823813114833183,0.0823813114833183,0.9650612892488615
0,Liver,0,67,0.0831175675200436,0.0831175675200436,0.9644610046167952
0,Liver,0,68,0.08381199441559938,0.08381199441559938,0.9638610933288194
0,Liver,0,69,0.0844667858286296,0.0844667858286296,0.9632615551576263
0,Liver,0,70,0.08508403975874618,0.08508403975874618,0.9626623898749804
0,Liver,0,71,0.08566576066509331,0.08566576066509331,0.9620635972519882
0,Liver,0,72,0.08621382972369235,0.08621382972369235,0.961465177059299
0,Liver,0,73,0.08672961062486784,0.08672961062486784,0.9608671290672522
0,Liver,0,74,0.08721297269047214,0.08721297269047214,0.9602694530459903
0,Liver,0,75,0.08766431498357176,0.08766431498357176,0.9596721487655394
0,Liver,0,76,0.08808555907260357,0.08808555907260357,0.9590752159958721
0,Liver,0,77,0.0884789557805731,0.0884789557805731,0.9584786545069529
0,Liver,0,78,0.08884653591514152,0.08884653591514152,0.9578824640687725
0,Liver,0,79,0.08919013374631898,0.08919013374631898,0.9572866444513733
0,Liver,0,80,0.0895114510972955,0.0895114510972955,0.9566911954248687
0,Liver,0,81,0.08981205682391459,0.08981205682391459,0.9560961167594576
0,Liver,0,82,0.09009338755405005,0.09009338755405005,0.9555014082254354
0,Liver,0,83,0.09035678752392579,0.09035678752392579,0.9549070695932028
0,Liver,0,84,0.09060393306336338,0.09060393306336338,0.9543131006332737
0,Liver,0,85,0.09083872644440862,0.09083872644440862,0.9537195011162782
0,Liver,0,86,0.09106853652276643,0.09106853652276643,0.9531262708129729
0,Liver,0,87,0.09129854300062845,0.09129854300062845,0.9525334094942378
0,Liver,0,88,0.09152798545678584,0.09152798545678584,0.9519409169310848
0,Liver,0,89,0.09175598257606511,0.09175598257606511,0.9513487928946572
0,Liver,0,90,0.09198306727466234,0.09198306727466234,0.9507570371562318
0,Liver,0,91,0.09220994200671821,0.09220994200671821,0.9501656494872187
0,Liver,0,92,0.09243652667964906,0.09243652667964906,0.9495746296591632
0,Liver,0,93,0.09266255824234237,0.09266255824234237,0.9489839774437444
0,Liver,0,94,0.09288801980367868,0.09288801980367868,0.9483936926127754
0,Liver,0,95,0.09311299901954223,0.09311299901954223,0.9478037749382028
0,Liver,0,96,0.0933374865737858,0.0933374865737858,0.9472142241921057
0,Liver,0,97,0.09356141919174314,0.09356141919174314,0.946625040146696
0,Liver,0,98,0.09378476561029736,0.09378476561029736,0.9460362225743164
0,Liver,0,99,0.09400752241842088,0.09400752241842088,0.945447771247442
0,Liver,0,100,0.09422967791561523,0.09422967791561523,0.944859685938677
0,Intestines,0,1,0.0,0.0,1.0
0,Intestines,0,2,0.0,0.0,0.9999999999999999
0,Intestines,0,3,0.0,0.0,0.9999999999999997
0,Intestines,0,4,0.0,0.0,0.9999999999999998
0,Intestines,0,5,0.0,0.0,0.9999999999999997
0,Intestines,0,6,0.0,0.0,0.9998935871334396
0,Intestines,0,7,0.0,0.0,0.9997254335217014
0,Intestines,0,8,0.0,0.0,0.9994273464111708
0,Intestines,0,9,0.0,0.0,0.9990735293168453
0,Intestines,0,10,0.0,0.0,0.9986393081476849
0,Intestines,0,11,4.3055618457600025e-20,4.3055618457600025e-20,0.9981677637657238
0,Intestines,0,12,1.443144010659349e-16,1.443144010659349e-16,0.9976537788562313
0,Intestines,0,13,1.1948543233522387e-13,1.1948543233522387e-13,0.9971170303161472
0,Intestines,0,14,3.272451488916809e-11,3.272451488916809e-11,0.9965583778929332
0,Intestines,0,15,3.077889947480114e-09,3.077889947480114e-09,0.9959866277320802
0,Intestines,0,16,4.656632724059335e-08,4.656632724059335e-08,0.9954035173740676
0,Intestines,0,17,3.259326871224182e-07,3.259326871224182e-07,0.9948130839070778
0,Intestines,0,18,1.4366770571668524e-06,1.4366770571668524e-06,0.9942166840151256
0,Intestines,0,19,4.663628351240635e-06,4.663628351240635e-06,0.9936162405891739
0,Intestines,0,20,1.2271192899868117e-05,1.2271192899868117e-05,0.993012622809225
0,Intestines,0,21,2.7678467181582287e-05,2.7678467181582287e-05,0.9924067795957247
0,Intestines,0,22,6.188455361143142e-05,6.188455361143142e-05,0.9917992264339246
0,Intestines,0,23,0.0001381580634013091,0.0001381580634013091,0.9911904478102642
0,Intestines,0,24,0.0002742277611462743,0.0002742277611462743,0.990580740909653
0,Intestines,0,25,0.0004879440278406303,0.0004879440278406303,0.9899703619958218
0,Intestines,0,26,0.0007967356389949123,0.0007967356389949123,0.989359482175044
0,Intestines,0,27,0.001219842749839319,0.001219842749839319,0.9887482424012448
0,Intestines,0,28,0.0017661206749085927,0.0017661206749085927,0.988136742913641
0,Intestines,0,29,0.0024488373285028397,0.0024488373285028397,0.9875250647908573
0,Intestines,0,30,0.0032670083658192474,0.0032670083658192474,0.9869132686737203
0,Intestines,0,31,0.004206765951062939,0.004206765951062939,0.9863014036553025
0,Intestines,0,32,0.005251660127229363,0.005251660127229363,0.985689512639173
0,Intestines,0,33,0.006382385174114681,0.006382385174114681,0.9850776594061568
0,Intestines,0,34,0.007577358374976064,0.007577358374976064,0.9844658973130546
0,Intestines,0,35,0.008818197553477786,0.008818197553477786,0.9838542905317906
0,Intestines,0,36,0.010089199076233188,0.010089199076233188,0.9832428832320906
0,Intestines,0,37,0.01137149612014892,0.01137149612014892,0.9826317194313012
0,Intestines,0,38,0.012648959459115657,0.012648959459115657,0.9820208291304504
0,Intestines,0,39,0.01390900137039061,0.01390900137039061,0.9814102389493571
0,Intestines,0,40,0.015142151990446532,0.015142151990446532,0.9807999674308306
0,Intestines,0,41,0.016342451109686375,0.016342451109686375,0.9801900298919665
0,Intestines,0,42,0.01750344238749168,0.01750344238749168,0.9795804372102888
0,Intestines,0,43,0.01862125640797933,0.01862125640797933,0.9789711979721627
0,Intestines,0,44,0.019693432786398946,0.019693432786398946,0.9783623183415546
0,Intestines,0,45,0.020718508270573775,0.020718508270573775,0.9777538030338335
0,Intestines,0,46,0.021695817928401175,0.021695817928401175,0.977145655439459
0,Intestines,0,47,0.022625325239169443,0.022625325239169443,0.9765378780844791
0,Intestines,0,48,0.02350747389190612,0.02350747389190612,0.9759304727678302
0,Intestines,0,49,0.024343076616501768,0.024343076616501768,0.9753234407887967
0,Intestines,0,50,0.025133228023709802,0.025133228023709802,0.9747167830466759
0,Intestines,0,51,0.025879233618499947,0.025879233618499947,0.9741105001573164
0,Intestines,0,52,0.02658251345307124,0.02658251345307124,0.9735045925163344
0,Intestines,0,53,0.027244662208297035,0.027244662208297035,0.972899060360381
0,Intestines,0,54,0.02786735621276684,0.02786735621276684,0.9722939038047803
0,Intestines,0,55,0.02845231339073375,0.02845231339073375,0.9716891228762903
0,Intestines,0,56,0.029001269213596047,0.029001269213596047,0.971084717534798
0,Intestines,0,57,0.029515959735900467,0.029515959735900467,0.9704806876910533
0,Intestines,0,58,0.02999810771412872,0.02999810771412872,0.9698770332189564
0,Intestines,0,59,0.030449454901687843,0.030449454901687843,0.9692737539652329
0,Intestines,0,60,0.030871696708407812,0.030871696708407812,0.968670849756323
0,Intestines,0,61,0.031266429457264086,0.031266429457264086,0.9680683204036857
0,Intestines,0,62,0.031635232675188106,0.031635232675188106,0.9674661657076381
0,Intestines,0,63,0.031979592121346136,0.031979592121346136,0.9668643854602688
0,Intestines,0,64,0.03230094238826273,0.03230094238826273,0.9662629794475693
0,Intestines,0,65,0.032600672252316984,0.032600672252316984,0.9656619474510384
0,Intestines,0,66,0.03288012453103201,0.03288012453103201,0.9650612892488615
0,Intestines,0,67,0.03314059217636153,0.03314059217636153,0.9644610046167952
0,Intestines,0,68,0.03338333756508418,0.03338333756508418,0.9638610933288194
0,Intestines,0,69,0.03360962475501546,0.03360962475501546,0.9632615551576263
0,Intestines,0,70,0.03382056919408907,0.03382056919408907,0.9626623898749804
0,Intestines,0,71,0.03401728262971844,0.03401728262971844,0.9620635972519882
0,Intestines,0,72,0.03420076923050593,0.03420076923050593,0.961465177059299
0,Intestines,0,73,0.03437195808669887,0.03437195808669887,0.9608671290672522
0,Intestines,0,74,0.0345316982383878,0.0345316982383878,0.9602694530459903
0,Intestines,0,75,0.03468049886814327,0.03468049886814327,0.9596721487655394
0,Intestines,0,76,0.03481982281473415,0.03481982281473415,0.9590752159958721
0,Intestines,0,77,0.03495183267692328,0.03495183267692328,0.9584786545069529
0,Intestines,0,78,0.035077952768235866,0.035077952768235866,0.9578824640687725
0,Intestines,0,79,0.035196340057700504,0.035196340057700504,0.9572866444513733
