seed,organ,jamming,k,avoidance,reachability,safety
9,Kidneys,0,19,0.7763832774138869,0.7763832774138869,0.9591937195776805
9,Kidneys,0,20,0.8785233939653001,0.8785233939653001,0.9591937195060226
9,Heart,1,1,0.0,0.0,0.9989399999999999
9,Heart,1,2,0.0,0.0,0.977926400298
9,Heart,1,3,0.0,0.0,0.9774618969444019
9,Heart,1,4,0.0,0.0,0.957318023447774
9,Heart,1,5,0.0,0.0,0.9564892983107506
9,Heart,1,6,0.0,0.0,0.9541566513885589
9,Heart,1,7,0.0,0.0,0.9531322776142331
9,Heart,1,8,0.0,0.0,0.9529742508421144
9,Heart,1,9,0.0,0.0,0.9520692723392269
9,Heart,1,10,7.753588820237747e-28,7.753588820237747e-28,0.951938842275625
9,Heart,1,11,5.389427938556892e-23,5.389427938556892e-23,0.951055964637407
9,Heart,1,12,1.392600301302418e-18,1.392600301302418e-18,0.9509083937835006
9,Heart,1,13,1.7014348103084955e-14,1.7014348103084955e-14,0.9500441033751916
9,Heart,1,14,3.790101590635647e-05,3.790101590635647e-05,0.9498784586374059
9,Heart,1,15,0.3416793158002926,0.3416793158002926,0.9490325435715813
9,Heart,1,16,0.5297063584031354,0.5297063584031354,0.948849016440421
9,Heart,1,17,0.6171902695891597,0.6171902695891597,0.9480212195275933
9,Heart,1,18,0.6868266629271452,0.6868266629271452,0.9478201561336437
9,Heart,1,19,0.7661192946525606,0.7661192946525606,0.9470101044149154
9,Heart,1,20,0.791005233002829,0.791005233002829,0.9467919553612357
9,Lungs,1,1,0.0,0.0,0.9989399999999999
9,Lungs,1,2,0.0,0.0,0.977926400298
9,Lungs,1,3,0.0,0.0,0.9774618969444019
9,Lungs,1,4,0.0,0.0,0.957318023447774
9,Lungs,1,5,0.0,0.0,0.9564892983107506
9,Lungs,1,6,0.0,0.0,0.9541566513885589
9,Lungs,1,7,0.0,0.0,0.9531322776142331
9,Lungs,1,8,0.0,0.0,0.9529742508421144
9,Lungs,1,9,0.0,0.0,0.9520692723392269
9,Lungs,1,10,0.0,0.0,0.951938842275625
9,Lungs,1,11,1.0175697556368152e-31,1.0175697556368152e-31,0.951055964637407
9,Lungs,1,12,8.618963603644791e-27,8.618963603644791e-27,0.9509083937835006
9,Lungs,1,13,2.720097464601938e-22,2.720097464601938e-22,0.9500441033751916
9,Lungs,1,14,4.162073535739054e-18,4.162073535739054e-18,0.9498784586374059
9,Lungs,1,15,1.938706072035753e-08,1.938706072035753e-08,0.9490325435715813
9,Lungs,1,16,0.0002113123124307565,0.0002113123124307565,0.948849016440421
9,Lungs,1,17,0.32965390887732665,0.32965390887732665,0.9480212195275933
9,Lungs,1,18,0.5047795314184171,0.5047795314184171,0.9478201561336437
9,Lungs,1,19,0.5933674865015436,0.5933674865015436,0.9470101044149154
9,Lungs,1,20,0.6574273061559437,0.6574273061559437,0.9467919553612357
9,Liver,1,1,0.0,0.0,0.9989399999999999
9,Liver,1,2,0.0,0.0,0.977926400298
9,Liver,1,3,0.0,0.0,0.9774618969444019
9,Liver,1,4,0.0,0.0,0.957318023447774
9,Liver,1,5,0.0,0.0,0.9564892983107506
9,Liver,1,6,0.0,0.0,0.9541566513885589
9,Liver,1,7,0.0,0.0,0.9531322776142331
9,Liver,1,8,0.0,0.0,0.9529742508421144
9,Liver,1,9,0.0,0.0,0.9520692723392269
9,Liver,1,10,0.0,0.0,0.951938842275625
9,Liver,1,11,2.6552314063120183e-36,2.6552314063120183e-36,0.951055964637407
9,Liver,1,12,4.6348106859904925e-31,4.6348106859904925e-31,0.9509083937835006
9,Liver,1,13,2.3068255147369265e-26,2.3068255147369265e-26,0.9500441033751916
9,Liver,1,14,5.257688058084975e-22,5.257688058084975e-22,0.9498784586374059
9,Liver,1,15,4.1254407010107665e-12,4.1254407010107665e-12,0.9490325435715813
9,Liver,1,16,6.005191450357933e-08,6.005191450357933e-08,0.948849016440421
9,Liver,1,17,0.0002411716109218983,0.0002411716109218983,0.9480212195275933
9,Liver,1,18,0.31604820494881003,0.31604820494881003,0.9478201561336437
9,Liver,1,19,0.4913881985663214,0.4913881985663214,0.9470101044149154
9,Liver,1,20,0.5863480714699211,0.5863480714699211,0.9467919553612357
9,Intestines,1,1,0.0,0.0,0.9989399999999999
9,Intestines,1,2,0.0,0.0,0.977926400298
9,Intestines,1,3,0.0,0.0,0.9774618969444019
9,Intestines,1,4,0.0,0.0,0.957318023447774
9,Intestines,1,5,0.0,0.0,0.9564892983107506
9,Intestines,1,6,0.0,0.0,0.9541566513885589
9,Intestines,1,7,0.0,0.0,0.9531322776142331
9,Intestines,1,8,0.0,0.0,0.9529742508421144
9,Intestines,1,9,0.0,0.0,0.9520692723392269
9,Intestines,1,10,7.379989180201956e-24,7.379989180201956e-24,0.951938842275625
9,Intestines,1,11,4.034122468754988e-19,4.034122468754988e-19,0.951055964637407
9,Intestines,1,12,7.886958929939588e-15,7.886958929939588e-15,0.9509083937835006
9,Intestines,1,13,7.087941997426467e-11,7.087941997426467e-11,0.9500441033751916
9,Intestines,1,14,3.1024644103017515e-07,3.1024644103017515e-07,0.9498784586374059
9,Intestines,1,15,0.0006480751575343845,0.0006480751575343845,0.9490325435715813
9,Intestines,1,16,0.5078826658723833,0.5078826658723833,0.948849016440421
9,Intestines,1,17,0.710165704451669,0.710165704451669,0.9480212195275933
9,Intestines,1,18,0.7850110050808674,0.7850110050808674,0.9478201561336437
9,Intestines,1,19,0.8069441664521608,0.8069441664521608,0.9470101044149154
9,Intestines,1,20,0.8144007280458515,0.8144007280458515,0.9467919553612357
9,Pancreas,1,1,0.0,0.0,0.9989399999999999
9,Pancreas,1,2,0.0,0.0,0.977926400298
9,Pancreas,1,3,0.0,0.0,0.9774618969444019
9,Pancreas,1,4,0.0,0.0,0.957318023447774
9,Pancreas,1,5,0.0,0.0,0.9564892983107506
9,Pancreas,1,6,0.0,0.0,0.9541566513885589
9,Pancreas,1,7,0.0,0.0,0.9531322776142331
9,Pancreas,1,8,0.0,0.0,0.9529742508421144
9,Pancreas,1,9,0.0,0.0,0.9520692723392269
9,Pancreas,1,10,2.6984059007235967e-32,2.6984059007235967e-32,0.951938842275625
9,Pancreas,1,11,9.420397773917323e-24,9.420397773917323e-24,0.951055964637407
9,Pancreas,1,12,5.0215886192777e-19,5.0215886192777e-19,0.9509083937835006
9,Pancreas,1,13,9.497033946031272e-15,9.497033946031272e-15,0.9500441033751916
9,Pancreas,1,14,1.7116983681878015e-08,1.7116983681878015e-08,0.9498784586374059
9,Pancreas,1,15,0.00019610222614576943,0.00019610222614576943,0.9490325435715813
9,Pancreas,1,16,0.3770393120506911,0.3770393120506911,0.948849016440421
9,Pancreas,1,17,0.5523280084636345,0.5523280084636345,0.9480212195275933
9,Pancreas,1,18,0.7001594469474476,0.7001594469474476,0.9478201561336437
9,Pancreas,1,19,0.7728009318773443,0.7728009318773443,0.9470101044149154
9,Pancreas,1,20,0.7935131120081559,0.7935131120081559,0.9467919553612357
9,Kidneys,1,1,0.0,0.0,0.9989399999999999
9,Kidneys,1,2,0.0,0.0,0.977926400298
9,Kidneys,1,3,0.0,0.0,0.9774618969444019
9,Kidneys,1,4,0.0,0.0,0.957318023447774
9,Kidneys,1,5,0.0,0.0,0.9564892983107506
9,Kidneys,1,6,0.0,0.0,0.9541566513885589
9,Kidneys,1,7,0.0,0.0,0.9531322776142331
9,Kidneys,1,8,0.0,0.0,0.9529742508421144
9,Kidneys,1,9,0.0,0.0,0.9520692723392269
9,Kidneys,1,10,0.0,0.0,0.951938842275625
9,Kidneys,1,11,1.461591726484301e-27,1.461591726484301e-27,0.951055964637407
9,Kidneys,1,12,9.099510366615434e-23,9.099510366615434e-23,0.9509083937835006
9,Kidneys,1,13,2.1074039841863734e-18,2.1074039841863734e-18,0.9500441033751916
9,Kidneys,1,14,2.3331651137674687e-14,2.3331651137674687e-14,0.9498784586374059
9,Kidneys,1,15,3.5057630589045614e-05,3.5057630589045614e-05,0.9490325435715813
9,Kidneys,1,16,0.3160483920995813,0.3160483920995813,0.948849016440421
9,Kidneys,1,17,0.5109093266137784,0.5109093266137784,0.9480212195275933
9,Kidneys,1,18,0.6023612297123797,0.6023612297123797,0.9478201561336437
9,Kidneys,1,19,0.6762077259410856,0.6762077259410856,0.9470101044149154
9,Kidneys,1,20,0.753637586758305,0.753637586758305,0.9467919553612357
10,Heart,0,1,0.0,0.0,1.0
10,Heart,0,2,0.0,0.0,1.0
10,Heart,0,3,0.0,0.0,1.0
10,Heart,0,4,0.0,0.0,1.0
10,Heart,0,5,0.0,0.0,1.0
10,Heart,0,6,0.0,0.0,1.0
10,Heart,0,7,0.0,0.0,1.0
10,Heart,0,8,1.7940805432361536e-11,1.7940805432361536e-11,1.0
10,Heart,0,9,1.9121986627218552e-07,1.9121986627218552e-07,1.0
10,Heart,0,10,0.0006544523059518365,0.0006544523059518365,1.0
10,Heart,0,11,0.7074228387672082,0.7074228387672082,1.0
10,Heart,0,12,0.9053229928493156,0.9053229928493156,1.0
10,Heart,0,13,0.9622316776975158,0.9622316776975158,1.0
10,Heart,0,14,0.9750529908825094,0.9750529908825094,1.0
10,Heart,0,15,0.9782463513039373,0.9782463513039373,1.0
10,Heart,0,16,0.9790263967481625,0.9790263967481625,1.0
10,Heart,0,17,0.9794138575753956,0.9794138575753956,1.0
10,Heart,0,18,0.9795379093010619,0.9795379093010619,1.0
10,Heart,0,19,0.979572348598356,0.979572348598356,1.0
10,Heart,0,20,0.9795852296208851,0.9795852296208851,1.0
10,Lungs,0,1,0.0,0.0,1.0
10,Lungs,0,2,0.0,0.0,1.0
10,Lungs,0,3,0.0,0.0,1.0
10,Lungs,0,4,0.0,0.0,1.0
