seed,organ,jamming,pmax_avoidance,pmax_reachability,pmax_safety,n_states,error
26,Liver,1,0.7584842379226728,0.7584842379226728,0.7270595521474825,279,
26,Intestines,1,0.7550993855906237,0.7550993855906237,0.7270595521474825,279,
26,Pancreas,1,0.7560383288694202,0.7560383288694202,0.7270595521474825,279,
26,Kidneys,1,0.7580545400193847,0.7580545400193847,0.7270595521474825,279,
27,Heart,0,0.9287385347760022,0.9287385347760022,1.0,139,
27,Lungs,0,0.9287393621929896,0.9287393621929896,1.0,139,
27,Liver,0,0.9287391401947034,0.9287391401947034,1.0,139,
27,Intestines,0,0.9287389909303513,0.9287389909303513,1.0,139,
27,Pancreas,0,0.9287391718027814,0.9287391718027814,1.0,139,
27,Kidneys,0,0.9287394799919235,0.9287394799919235,1.0,139,
27,Heart,1,0.7884514870116073,0.7884514870116073,0.7652640191529508,271,
27,Lungs,1,0.7884255214177213,0.7884255214177213,0.7652640191529508,271,
27,Liver,1,0.8030209260376571,0.8030209260376571,0.7652640191529508,271,
27,Intestines,1,0.7892818088748477,0.7892818088748477,0.7652640191529508,271,
27,Pancreas,1,0.788705576279752,0.788705576279752,0.7652640191529508,271,
27,Kidneys,1,0.7892869424168729,0.7892869424168729,0.7652640191529508,271,
28,Heart,0,0.999999453641528,0.999999453641528,0.9999994537245622,144,
28,Lungs,0,0.9999994537086413,0.9999994537086413,0.9999994537245622,144,
28,Liver,0,0.9999994536414731,0.9999994536414731,0.9999994537245622,144,
28,Intestines,0,0.9999994536414731,0.9999994536414731,0.9999994537245622,144,
28,Pancreas,0,0.9999994528310757,0.9999994528310757,0.9999994537245622,144,
28,Kidneys,0,0.9999994531376256,0.9999994531376256,0.9999994537245622,144,
28,Heart,1,0.9835869185393624,0.9835869185393624,0.7634840877983016,281,
28,Lungs,1,0.9832168094728174,0.9832168094728174,0.7634840877983016,281,
28,Liver,1,0.9832083460253672,0.9832083460253672,0.7634840877983016,281,
28,Intestines,1,0.9831486068060297,0.9831486068060297,0.7634840877983016,281,
28,Pancreas,1,0.9821413039316493,0.9821413039316493,0.7634840877983016,281,
28,Kidneys,1,0.983239724616633,0.983239724616633,0.7634840877983016,281,
29,Heart,0,0.968674861563636,0.968674861563636,0.9999999999999277,144,
29,Lungs,0,0.968674861563636,0.968674861563636,0.9999999999999277,144,
29,Liver,0,0.9686670346109141,0.9686670346109141,0.9999999999999277,144,
29,Intestines,0,0.968674861563636,0.968674861563636,0.9999999999999277,144,
29,Pancreas,0,0.968674861563636,0.968674861563636,0.9999999999999277,144,
29,Kidneys,0,0.968674861563636,0.968674861563636,0.9999999999999277,144,
29,Heart,1,0.867123302693428,0.867123302693428,0.7627522035958704,287,
29,Lungs,1,0.8661833445408508,0.8661833445408508,0.7627522035958704,287,
29,Liver,1,0.8651093811837799,0.8651093811837799,0.7627522035958704,287,
29,Intestines,1,0.8670456213136255,0.8670456213136255,0.7627522035958704,287,
29,Pancreas,1,0.868005595209196,0.868005595209196,0.7627522035958704,287,
29,Kidneys,1,0.8642873225847502,0.8642873225847502,0.7627522035958704,287,
30,Heart,0,0.9171239308624345,0.9171239308624345,0.9995645425970923,143,
30,Lungs,0,0.9171239308624345,0.9171239308624345,0.9995645425970923,143,
